id,user_id,workout_id,tanggal,state_snapshot,mood,strategi,feedback,next_state,created_at,updated_at,reward
11,14,3,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,explore,-5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:18:32,2025-07-22 13:18:37,0
12,14,1,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,explore,2,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:18:39,2025-07-22 13:18:42,0
13,14,2,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,exploit,5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:18:45,2025-07-22 13:18:47,0
14,14,8,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,explore,-5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:18:50,2025-07-22 13:18:54,0
15,14,7,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,explore,5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:18:56,2025-07-22 13:19:01,0
16,14,10,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,explore,5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:19:05,2025-07-22 13:19:11,0
17,14,4,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,explore,2,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:19:13,2025-07-22 13:19:16,0
18,14,3,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,explore,-5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:19:18,2025-07-22 13:19:22,0
19,14,11,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,explore,-5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:19:24,2025-07-22 13:19:30,0
20,14,2,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar"",
    ""mood"": ""Bagus"",
    ""user_id"": 14
}",Bagus,explore,5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Meningkatkan Kebugaran Kardiovaskular"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Dasar""
}",2025-07-22 13:19:40,2025-07-22 13:19:43,0
21,15,35,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada"",
    ""mood"": ""Bagus"",
    ""user_id"": 15
}",Bagus,explore,5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada""
}",2025-07-22 13:21:08,2025-07-22 13:21:27,0
22,15,37,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada"",
    ""mood"": ""Bagus"",
    ""user_id"": 15
}",Bagus,explore,5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada""
}",2025-07-22 13:21:30,2025-07-22 13:21:37,0
23,15,34,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada"",
    ""mood"": ""Bagus"",
    ""user_id"": 15
}",Bagus,explore,5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada""
}",2025-07-22 13:21:40,2025-07-22 13:21:45,0
24,15,33,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada"",
    ""mood"": ""Bagus"",
    ""user_id"": 15
}",Bagus,explore,-5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada""
}",2025-07-22 13:21:49,2025-07-22 13:21:56,0
25,15,35,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada"",
    ""mood"": ""Bagus"",
    ""user_id"": 15
}",Bagus,explore,5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada""
}",2025-07-22 13:21:59,2025-07-22 13:22:03,0
26,15,35,2025-07-22,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada"",
    ""mood"": ""Bagus"",
    ""user_id"": 15
}",Bagus,explore,5,"{
    ""usia"": ""Dewasa"",
    ""jenis_kelamin"": ""Pria"",
    ""kategori_bmi"": ""Berat badan normal"",
    ""kondisi_kesehatan"": ""Normal"",
    ""tingkat_kebugaran"": ""Sedang"",
    ""jenis_olahraga_favorit"": ""Kardio"",
    ""tujuan_workout"": ""Menurunkan Berat Badan"",
    ""durasi_latihan"": ""<=30 menit"",
    ""kelengkapan_alat"": ""Tidak ada""
}",2025-07-22 13:22:06,2025-07-22 13:22:10,0
